,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
1691,1692,gaz çıkarmak,gaz çıkaramıyorsanız,bodily functions,"BAŞVURULMASI GEREKEN DURUMLAR ? Fıtık olduğunuzu biliyor ve bulantı-kusma hissediyor, tuvalete çıkamıyor veya gaz çıkaramıyorsanız . Bu durumda, fıtığınız boğulmuş veya barsaklarınız tıkanmış olabilir. Hiç zaman geçirmeden hastaneye",başvurulmasi gereken durumlar  fıtık olduğunuzu biliyor ve bulantıkusma hissediyor tuvalete çıkamıyor veya gaz çıkaramıyorsanız  bu durumda fıtığınız boğulmuş veya barsaklarınız tıkanmış olabilir hiç zaman geçirmeden hastaneye,232,28,"BAŞVURULMASI GEREKEN DURUMLAR ? Fıtık olduğunuzu biliyor ve bulantı-kusma hissediyor, tuvalete çıkamıyor veya [PET_BOUNDARY]gaz çıkaramıyorsanız[PET_BOUNDARY]. Bu durumda, fıtığınız boğulmuş veya barsaklarınız tıkanmış olabilir. Hiç zaman geçirmeden hastaneye",1,sometimes_euph
907,908,kurban gitmek,kurban gitmeleri,death,21746	Aksi halde “doğal seleksiyon”a kurban gitmeleri kaçınılmaz olur.,aksi haldedoğal seleksiyon”a kurban gitmeleri kaçınılmaz olur.,63,7,21746        Aksi halde “doğal seleksiyon”a [PET_BOUNDARY]kurban gitmeleri[PET_BOUNDARY] kaçınılmaz olur.,0,sometimes_euph
2011,2012,gaz çıkarmak,Gaz çıkarmak,bodily functions,"deniliyor.... Her ne kadar topluluk içinde yapıldığında ""kabalık"" sayılsa da, bu eylemi istisnasız herkes yapıyor! Gaz çıkarmak kaba bir davranış sayılır ve tepki görür. Oysa bunu herkes yapar! Sokaktaki teyzeler, prensesler, sevgiliniz,",deniliyor her ne kadar topluluk içinde yapıldığında kabalık sayılsa da bu eylemi istisnasız herkes yapıyor gaz çıkarmak kaba bir davranış sayılır ve tepki görür oysa bunu herkes yapar sokaktaki teyzeler prensesler sevgiliniz,237,32,"deniliyor.... Her ne kadar topluluk içinde yapıldığında ""kabalık"" sayılsa da, bu eylemi istisnasız herkes yapıyor! [PET_BOUNDARY]Gaz çıkarmak[PET_BOUNDARY] kaba bir davranış sayılır ve tepki görür. Oysa bunu herkes yapar! Sokaktaki teyzeler, prensesler, sevgiliniz,",1,sometimes_euph
950,951,beklemek,bekleyen,bodily functions,250400	Bu süreçte çocuklarınız varsa onlarla iletişiminiz muhteşem hale gelecek ve bebek bekleyen balıklar yılın ilk yarısında çocuk sahibi olacaklarını öğrenecekler.,bu süreçteocuklarınız varsa onlarla iletişiminiz muhteşem hale gelecek ve bebek bekleyen balıklar yılın ilk yarısındaocuk sahibi olacaklarınırenecekler.,153,17,250400        Bu süreçte çocuklarınız varsa onlarla iletişiminiz muhteşem hale gelecek ve bebek [PET_BOUNDARY]bekleyen[PET_BOUNDARY] balıklar yılın ilk yarısında çocuk sahibi olacaklarını öğrenecekler.,1,sometimes_euph
1339,1340,ince hastalık,ince hastalık,illness,". Annesi Nezahat (romanda Nezahet) Hanım ile O çocukken boşanmışlar. Aradan geçen 20 yılda, üstelik bir de 'ince hastalık' çeken delikanlının kabalığı ve düzensiz yaşamı dayanılır şey değil. 'Lawrence of Arabia'daki (1962) (Maurice",annesi nezahat romanda nezahet hanım ile o çocukken boşanmışlar aradan geçen  yılda üstelik bir de ince hastalık çeken delikanlının kabalığı ve düzensiz yaşamı dayanılır şey değil lawrence of arabiadaki  maurice,231,33,". Annesi Nezahat (romanda Nezahet) Hanım ile O çocukken boşanmışlar. Aradan geçen 20 yılda, üstelik bir de '[PET_BOUNDARY]ince hastalık[PET_BOUNDARY]' çeken delikanlının kabalığı ve düzensiz yaşamı dayanılır şey değil. 'Lawrence of Arabia'daki (1962) (Maurice",0,sometimes_euph
1891,1892,hakkın rahmetine kavuşmak,hakkın rahmetine kavuşmuştur,death,"Gümüşhane Belediyesi İşletme Müdürlüğü'nde şoför olarak çalışan Veysel BAL, geçirdiği kalp krizi sonucunda hakkın rahmetine kavuşmuştur . Cenazesi bugün ikindi namazına m&... İlçemiz Kirazlık Köyü sakinlerinden Mehmet oğlu Hasan Bayrak hakkın",gümüşhane belediyesi işletme müdürlüğünde şoför olarak çalışan veysel bal geçirdiği kalp krizi sonucunda hakkın rahmetine kavuşmuştur  cenazesi bugün ikindi namazına m ilçemiz kirazlık köyü sakinlerinden mehmet oğlu hasan bayrak hakkın,242,31,"Gümüşhane Belediyesi İşletme Müdürlüğü'nde şoför olarak çalışan Veysel BAL, geçirdiği kalp krizi sonucunda [PET_BOUNDARY]hakkın rahmetine kavuşmuştur[PET_BOUNDARY]. Cenazesi bugün ikindi namazına m&... İlçemiz Kirazlık Köyü sakinlerinden Mehmet oğlu Hasan Bayrak hakkın",1,always_euph
1761,1762,üç harfli,üç harfli,misc.,". Eşini tedavi için ikna etmeye çalıştığını ancak başarılı olamadığını sözlerine ekleyen Şaban Duran ""Eşim 1 yıldır üç harfli varlıklarla rüyasında konuştuğunu söylüyor ve bende dâhil birçok kişiye öleceği günü söyleyerek insanları",eşini tedavi için ikna etmeye çalıştığını ancak başarılı olamadığını sözlerine ekleyen şaban duran eşim  yıldır üç harfli varlıklarla rüyasında konuştuğunu söylüyor ve bende dhil birçok kişiye öleceği günü söyleyerek insanları,231,32,". Eşini tedavi için ikna etmeye çalıştığını ancak başarılı olamadığını sözlerine ekleyen Şaban Duran ""Eşim 1 yıldır [PET_BOUNDARY]üç harfli[PET_BOUNDARY] varlıklarla rüyasında konuştuğunu söylüyor ve bende dâhil birçok kişiye öleceği günü söyleyerek insanları",1,sometimes_euph
409,410,hayat kadını,hayat kadınlarıyla,sexual activity,"İngiliz futbolcu David Beckham'ın  idari işlerini yürüten firmadan yapılan açıklamada, futbolcunun hayat kadınlarıyla cinsel ilişkiye girdiği iddiasını haber yapan haftalık ""In Touch"" adlı dergi hakkında yasal yollara başvurulacağı bildirildi. Açıklamada, ABD'de yayımlanan dergide yer alan iddiaların tamamen asılsız ve gülünç olduğu belirtildi, ""Maalesef dergilerin, yalan üzerine kurulu haber yapabildiği ve bundan sıyrılabileceğini düşündüğü bir dünyada yaşıyoruz"" ifadesi kullanıldı.","i̇ngiliz futbolcu david beckham'ın  idari işlerini yürüten firmadan yapılan açıklamada, futbolcunun hayat kadınlarıyla cinsel ilişkiye girdiği iddiasını haber yapan haftalık ""in touch"" adlı dergi hakkında yasal yollara başvurulacağı bildirildi. açıklamada, abd'de yayımlanan dergide yer alan iddiaların tamamen asılsız ve gülünç olduğu belirtildi, ""maalesef dergilerin, yalan üzerine kurulu haber yapabildiği ve bundan sıyrılabileceğini düşündüğü bir dünyada yaşıyoruz"" ifadesi kullanıldı.",489,58,"İngiliz futbolcu David Beckham'ın  idari işlerini yürüten firmadan yapılan açıklamada, futbolcunun [PET_BOUNDARY]hayat kadınlarıyla[PET_BOUNDARY] cinsel ilişkiye girdiği iddiasını haber yapan haftalık ""In Touch"" adlı dergi hakkında yasal yollara başvurulacağı bildirildi. Açıklamada, ABD'de yayımlanan dergide yer alan iddiaların tamamen asılsız ve gülünç olduğu belirtildi, ""Maalesef dergilerin, yalan üzerine kurulu haber yapabildiği ve bundan sıyrılabileceğini düşündüğü bir dünyada yaşıyoruz"" ifadesi kullanıldı.",1,always_euph
2038,2039,gidici,gidici,death,in alanını iyice daralttı. Özcan'ın kararlı açıklamalarına bakılırsa Demir için geri sayım başladı. 20 gün sonra gidici gibi... Demir'in zayıf dolu karnesi! 27 Mart 2011: YGS'de yaşanılan şifre skandalı. 27 Mart 2011: YGS soru,in alanını iyice daralttı özcanın kararlı açıklamalarına bakılırsa demir için geri sayım başladı  gün sonra gidici gibi demirin zayıf dolu karnesi  mart  ygsde yaşanılan şifre skandalı  mart  ygs soru,226,34,in alanını iyice daralttı. Özcan'ın kararlı açıklamalarına bakılırsa Demir için geri sayım başladı. 20 gün sonra [PET_BOUNDARY]gidici[PET_BOUNDARY] gibi... Demir'in zayıf dolu karnesi! 27 Mart 2011: YGS'de yaşanılan şifre skandalı. 27 Mart 2011: YGS soru,0,sometimes_euph
1402,1403,iyi saatte olsunlar,iyi saatte olsunların,misc.,"gördüklerini söylemeleridir. Anlaşıldığı kadarıyla Fransız Devrimi öncesinde kırlık olan bu alanlar, günümüzde iyi saatte olsunların mekanı haline gelmiştir. Ya da hayalet gördüklerini söyleyenler, geçmişe bir gidip gelmiş olamazlar mı? Savaşın",gördüklerini söylemeleridir anlaşıldığı kadarıyla fransız devrimi öncesinde kırlık olan bu alanlar günümüzde iyi saatte olsunların mekanı haline gelmiştir ya da hayalet gördüklerini söyleyenler geçmişe bir gidip gelmiş olamazlar mı savaşın,244,30,"gördüklerini söylemeleridir. Anlaşıldığı kadarıyla Fransız Devrimi öncesinde kırlık olan bu alanlar, günümüzde [PET_BOUNDARY]iyi saatte olsunların[PET_BOUNDARY] mekanı haline gelmiştir. Ya da hayalet gördüklerini söyleyenler, geçmişe bir gidip gelmiş olamazlar mı? Savaşın",1,sometimes_euph
1868,1869,hakka yürümek,hakka yürüdü,death,", tedavi için yetkililerden yardım bekliyor. Eniştesi yüzünü tanınmayacak hale getirdi Güzel insan Latif Başdemir hakka yürüdü Alçak gönüllü ve yardımseverliliği ile herkesin beğenisini kazanan merhum Latif Başdemir Çapa Tıp Fakültesinde",tedavi için yetkililerden yardım bekliyor eniştesi yüzünü tanınmayacak hale getirdi güzel insan latif başdemir hakka yürüdü alçak gönüllü ve yardımseverliliği ile herkesin beğenisini kazanan merhum latif başdemir çapa tıp fakültesinde,237,31,", tedavi için yetkililerden yardım bekliyor. Eniştesi yüzünü tanınmayacak hale getirdi Güzel insan Latif Başdemir [PET_BOUNDARY]hakka yürüdü[PET_BOUNDARY] Alçak gönüllü ve yardımseverliliği ile herkesin beğenisini kazanan merhum Latif Başdemir Çapa Tıp Fakültesinde",1,sometimes_euph
420,421,hayat kadını,hayat kadınını,sexual activity,"Yönetmen Erden Kıral ile oyuncu Nurgül Yeşilçay, yeni bir film projesinde bir araya geldi. Kıral, daha önce ""Vicdan""da başrol oynattığı Yeşilçay’la yeni filmi "" Gece "" için de anlaştı. 2008 yapımı ""Vicdan""da bir hayat kadınını oynayan Yeşilçay, bu kez bir konsomatrisi canlandıracak. Çekimler temmuz ayında İzmir ’de başlayacak. Usta oyuncu İlyas Salman’ın da rol alacağı ""Gece""de Yeşilçay’ın partnerinin kim olacağı ise henüz belli değil. (Hürriyet)","yönetmen erden kıral ile oyuncu nurgül yeşilçay, yeni bir film projesinde bir araya geldi. kıral, daha önce ""vicdan""da başrol oynattığı yeşilçay’la yeni filmi "" gece "" için de anlaştı. 2008 yapımı ""vicdan""da bir hayat kadınını oynayan yeşilçay, bu kez bir konsomatrisi canlandıracak. çekimler temmuz ayında i̇zmir ’de başlayacak. usta oyuncu i̇lyas salman’ın da rol alacağı ""gece""de yeşilçay’ın partnerinin kim olacağı ise henüz belli değil. (hürriyet)",452,65,"Yönetmen Erden Kıral ile oyuncu Nurgül Yeşilçay, yeni bir film projesinde bir araya geldi. Kıral, daha önce ""Vicdan""da başrol oynattığı Yeşilçay’la yeni filmi "" Gece "" için de anlaştı. 2008 yapımı ""Vicdan""da bir [PET_BOUNDARY]hayat kadınını[PET_BOUNDARY] oynayan Yeşilçay, bu kez bir konsomatrisi canlandıracak. Çekimler temmuz ayında İzmir ’de başlayacak. Usta oyuncu İlyas Salman’ın da rol alacağı ""Gece""de Yeşilçay’ın partnerinin kim olacağı ise henüz belli değil. (Hürriyet)",1,always_euph
1295,1296,hamileliği sonlandırmak,hamileliğini sonlandırma,death,. Bu konuyla ilgili bildirilen bir vakayı örnek olarak göstermek gerekirse 25 yaşındaki kadın bir hasta 22 haftalık hamileliğini sonlandırma kararı almış ve buna yönelik operasyon geçirmiştir. Bundan 5 gün sonra acil servise idrara çıkamama şikayetiyle,bu konuyla ilgili bildirilen bir vakayı örnek olarak göstermek gerekirse  yaşındaki kadın bir hasta  haftalık hamileliğini sonlandırma kararı almış ve buna yönelik operasyon geçirmiştir bundan  gün sonra acil servise idrara çıkamama şikayetiyle,252,36,. Bu konuyla ilgili bildirilen bir vakayı örnek olarak göstermek gerekirse 25 yaşındaki kadın bir hasta 22 haftalık [PET_BOUNDARY]hamileliğini sonlandırma[PET_BOUNDARY] kararı almış ve buna yönelik operasyon geçirmiştir. Bundan 5 gün sonra acil servise idrara çıkamama şikayetiyle,1,sometimes_euph
644,645,madde,madde,substances,"Barbaros Şansal, Ercan Devlet Havalimanı'ndan KKTC'ye giriş yaptığı sırada narkotik köpeğinin tepki vermesi üzerine yakalandı ve gözaltına alındı. Üzerinde uyuşturucu madde bulunduğu sebebiyle tutuklanan Barbaros Şansal bugün tutuklanma istemiyle Lefkoşa Kaza Mahkemesi'ne çıkarılacak. (GÜNDEM KIBRIS)","barbaros şansal, ercan devlet havalimanı'ndan kktc'ye giriş yaptığı sırada narkotik köpeğinin tepki vermesi üzerine yakalandı ve gözaltına alındı. üzerinde uyuşturucu madde bulunduğu sebebiyle tutuklanan barbaros şansal bugün tutuklanma istemiyle lefkoşa kaza mahkemesi'ne çıkarılacak. (gündem kibris)",301,35,"Barbaros Şansal, Ercan Devlet Havalimanı'ndan KKTC'ye giriş yaptığı sırada narkotik köpeğinin tepki vermesi üzerine yakalandı ve gözaltına alındı. Üzerinde uyuşturucu [PET_BOUNDARY]madde[PET_BOUNDARY] bulunduğu sebebiyle tutuklanan Barbaros Şansal bugün tutuklanma istemiyle Lefkoşa Kaza Mahkemesi'ne çıkarılacak. (GÜNDEM KIBRIS)",0,sometimes_euph
792,793,uyutmak,uyutulacak,death,"AORT Damarı yırtılması sonucu kaldırıldığı hastanede 12 saat süren ameliyat geçiren oyuncu Oya Aydoğan’ın beyninde ödem tespit edildiği açıklandı. 48 saat daha uyutulacak olan oyuncunun durumunun ciddi olduğunu açıklayan hastane başhekimi Op. Dr. Adil Tanık, ""Beyin ödemi konusunda maalesef şu an sadece izleme aşamasındayız. İlerleyip ilerlemeyeceğini zaman gösterecek. Uyandırılıp uyandırılmaması buna bağlı"" dedi.","aort damarı yırtılması sonucu kaldırıldığı hastanede 12 saat süren ameliyat geçiren oyuncu oya aydoğan’ın beyninde ödem tespit edildiği açıklandı. 48 saat daha uyutulacak olan oyuncunun durumunun ciddi olduğunu açıklayan hastane başhekimi op. dr. adil tanık, ""beyin ödemi konusunda maalesef şu an sadece izleme aşamasındayız. i̇lerleyip ilerlemeyeceğini zaman gösterecek. uyandırılıp uyandırılmaması buna bağlı"" dedi.",417,53,"AORT Damarı yırtılması sonucu kaldırıldığı hastanede 12 saat süren ameliyat geçiren oyuncu Oya Aydoğan’ın beyninde ödem tespit edildiği açıklandı. 48 saat daha [PET_BOUNDARY]uyutulacak[PET_BOUNDARY] olan oyuncunun durumunun ciddi olduğunu açıklayan hastane başhekimi Op. Dr. Adil Tanık, ""Beyin ödemi konusunda maalesef şu an sadece izleme aşamasındayız. İlerleyip ilerlemeyeceğini zaman gösterecek. Uyandırılıp uyandırılmaması buna bağlı"" dedi.",0,sometimes_euph
1423,1424,iyi saatte olsunlar,İyi saatte olsunlar,misc.,"birinden diğerini desteklerim. Isıtılmış bir koloniye basar, geçerler... Bu arada kontrollü olmakta fayda var... İyi saatte olsunlar uğramadığında tadı tuzu kalmıyor işin. Elbette, herkesin ve her kurumun eksikleri, yerine getiremedikleri vardır.",birinden diğerini desteklerim isıtılmış bir koloniye basar geçerler bu arada kontrollü olmakta fayda var iyi saatte olsunlar uğramadığında tadı tuzu kalmıyor işin elbette herkesin ve her kurumun eksikleri yerine getiremedikleri vardır,246,31,"birinden diğerini desteklerim. Isıtılmış bir koloniye basar, geçerler... Bu arada kontrollü olmakta fayda var... [PET_BOUNDARY]İyi saatte olsunlar[PET_BOUNDARY] uğramadığında tadı tuzu kalmıyor işin. Elbette, herkesin ve her kurumun eksikleri, yerine getiremedikleri vardır.",0,sometimes_euph
2319,2320,aşırmak,aşırmak,misc.,(ing: Brake) Kaşkaval (ing: Fid) Kavança (ing: Jibe) Herhangi bir şeyi bir taraftan diğer tarafa geçirmek veya aşırmak ya da bir yerden diğer bir yere aktarmak. Yelken seyrinde rüzgar altına dönerek kontra değiştirmek. Kerte (ing: Point,ing brake kaşkaval ing fid kavança ing jibe herhangi bir şeyi bir taraftan diğer tarafa geçirmek veya aşırmak ya da bir yerden diğer bir yere aktarmak yelken seyrinde rüzgar altına dönerek kontra değiştirmek kerte ing point,236,36,(ing: Brake) Kaşkaval (ing: Fid) Kavança (ing: Jibe) Herhangi bir şeyi bir taraftan diğer tarafa geçirmek veya [PET_BOUNDARY]aşırmak[PET_BOUNDARY] ya da bir yerden diğer bir yere aktarmak. Yelken seyrinde rüzgar altına dönerek kontra değiştirmek. Kerte (ing: Point,0,sometimes_euph
2117,2118,ihtiyaç gidermek,ihtiyaçlarını gidermeyi,bodily functions,araştırıyor ve altın fiyatları yükselecek mi düşecek mi sorusuna cevap aramaya devam ediyor. Elindeki altınlarla ihtiyaçlarını gidermeyi ya da farklı yönde yatırım yapmayı düşünenler ise şu an altın bozdurmak mantıklı mı sorusunun cevabını merak ediyor.,araştırıyor ve altın fiyatları yükselecek mi düşecek mi sorusuna cevap aramaya devam ediyor elindeki altınlarla ihtiyaçlarını gidermeyi ya da farklı yönde yatırım yapmayı düşünenler ise şu an altın bozdurmak mantıklı mı sorusunun cevabını merak ediyor,253,35,araştırıyor ve altın fiyatları yükselecek mi düşecek mi sorusuna cevap aramaya devam ediyor. Elindeki altınlarla [PET_BOUNDARY]ihtiyaçlarını gidermeyi[PET_BOUNDARY] ya da farklı yönde yatırım yapmayı düşünenler ise şu an altın bozdurmak mantıklı mı sorusunun cevabını merak ediyor.,0,sometimes_euph
443,444,hayata gözlerini yummak,hayata gözlerini yumduğu,death,"IHA Türkiye Spor Yazarları Derneği (TSYD) eski başkanlarından Onur Belge hayatını kaybetti. TSYD eski başkanlarından, gazeteci ve spor yazarı Belge’nin ani bir kalp krizi sonucu hayata gözlerini yumduğu öğrenildi. Onur Belge’nin cenazesi yarın Kınalıada Camisi’nde ikindi vakti kılınacak cenaze namazının ardından toprağa verilecek. Etiketler: spor , Onur Belge , İstanbul Haberleri « önceki haber sonraki haber »","iha türkiye spor yazarları derneği (tsyd) eski başkanlarından onur belge hayatını kaybetti. tsyd eski başkanlarından, gazeteci ve spor yazarı belge’nin ani bir kalp krizi sonucu hayata gözlerini yumduğu öğrenildi. onur belge’nin cenazesi yarın kınalıada camisi’nde ikindi vakti kılınacak cenaze namazının ardından toprağa verilecek. etiketler: spor , onur belge , i̇stanbul haberleri « önceki haber sonraki haber »",414,57,"IHA Türkiye Spor Yazarları Derneği (TSYD) eski başkanlarından Onur Belge hayatını kaybetti. TSYD eski başkanlarından, gazeteci ve spor yazarı Belge’nin ani bir kalp krizi sonucu [PET_BOUNDARY]hayata gözlerini yumduğu[PET_BOUNDARY] öğrenildi. Onur Belge’nin cenazesi yarın Kınalıada Camisi’nde ikindi vakti kılınacak cenaze namazının ardından toprağa verilecek. Etiketler: spor , Onur Belge , İstanbul Haberleri « önceki haber sonraki haber »",1,always_euph
